captdate,year,month,day,nethours,min_nets,max_nets,relmyrts,relhumme,relgcks,relcats,rel_brcr,notes,date_str,day_hours,doy
22-May-77,1977,5,22,72,12,12,,,,,,,5/22/1977,6,142
23-May-77,1977,5,23,44,12,12,,,,,,,5/23/1977,3.666667,143
24-May-77,1977,5,24,78,12,12,,,,,,,5/24/1977,6.5,144
25-May-77,1977,5,25,48,12,12,,,,,,,5/25/1977,4,145
26-May-77,1977,5,26,64,12,12,,,,,,,5/26/1977,5.333333,146
27-May-77,1977,5,27,54,12,12,,,,,,,5/27/1977,4.5,147
28-May-77,1977,5,28,35,12,12,,,,,,,5/28/1977,2.916667,148
29-May-77,1977,5,29,63,12,12,,,,,,,5/29/1977,5.25,149
30-May-77,1977,5,30,71,12,12,,,,,,,5/30/1977,5.916667,150
31-May-77,1977,5,31,60,12,12,,,,,,,5/31/1977,5,151
23-Aug-77,1977,8,23,14,2,2,,,,,,,8/23/1977,7,235
24-Aug-77,1977,8,24,2,2,2,,,,,,,8/24/1977,1,236
1-Sep-77,1977,9,1,46,2,7,,,,,,nets 2-7,9/1/1977,6.571429,244
2-Sep-77,1977,9,2,53,7,7,,,,,,,9/2/1977,7.571429,245
3-Sep-77,1977,9,3,35,7,7,,,,,,,9/3/1977,5,246
4-Sep-77,1977,9,4,135,10,10,,,,,,,9/4/1977,13.5,247
5-Sep-77,1977,9,5,135,10,10,,,,,,,9/5/1977,13.5,248
6-Sep-77,1977,9,6,15,10,10,,,,,,,9/6/1977,1.5,249
9-Sep-77,1977,9,9,70,10,10,,,,,,,9/9/1977,7,252
22-Sep-77,1977,9,22,54,9,9,,,,,,,9/22/1977,6,265
23-Sep-77,1977,9,23,36,9,9,,,,,,,9/23/1977,4,266
26-Sep-77,1977,9,26,65,10,10,,,,,,,9/26/1977,6.5,269
27-Sep-77,1977,9,27,120,10,10,,,,,,,9/27/1977,12,270
28-Sep-77,1977,9,28,35,10,10,,,,,,,9/28/1977,3.5,271
30-Sep-77,1977,9,30,14,5,5,,,,,,,9/30/1977,2.8,273
1-Oct-77,1977,10,1,67,7,10,,,,,,nets 7-10,10/1/1977,6.7,274
2-Oct-77,1977,10,2,47,7,10,26,,,,,nets 7-10,10/2/1977,4.7,275
3-Oct-77,1977,10,3,41,7,10,,,,,,nets 7-10,10/3/1977,4.1,276
4-Oct-77,1977,10,4,67,7,10,,,,,,nets 7-10,10/4/1977,6.7,277
5-Oct-77,1977,10,5,39,7,10,13,,,,,nets 7-10,10/5/1977,3.9,278
6-Oct-77,1977,10,6,42,7,10,,,,,,nets 7-10,10/6/1977,4.2,279
7-Oct-77,1977,10,7,50,7,10,136,,,,,nets 7-10,10/7/1977,5,280
8-Oct-77,1977,10,8,80,10,10,74,,,,,,10/8/1977,8,281
10-Oct-77,1977,10,10,120,10,10,,,,,,,10/10/1977,12,283
11-Oct-77,1977,10,11,108,7,10,181,,,,,nets 7-10,10/11/1977,10.8,284
12-Oct-77,1977,10,12,68,7,10,,,,,,nets 7-10,10/12/1977,6.8,285
13-Oct-77,1977,10,13,115,10,10,71,,,,,,10/13/1977,11.5,286
15-Oct-77,1977,10,15,33,10,10,,,,,,,10/15/1977,3.3,288
16-Oct-77,1977,10,16,75,10,10,,,,,,,10/16/1977,7.5,289
24-Oct-77,1977,10,24,70,10,10,151,,,,,,10/24/1977,7,297
2-Nov-77,1977,11,2,70,7,7,,,,,,,11/2/1977,10,306
3-Nov-77,1977,11,3,94,10,10,5,,,,,,11/3/1977,9.4,307
4-Nov-77,1977,11,4,49,7,7,,,,,,,11/4/1977,7,308
20-May-78,1978,5,20,77,5,7,,,,,,nets 5-7,5/20/1978,11,140
21-May-78,1978,5,21,21,7,7,,,,,,,5/21/1978,3,141
27-May-78,1978,5,27,17,7,7,,,,,,,5/27/1978,2.428571,147
28-May-78,1978,5,28,98,7,7,,,,,,,5/28/1978,14,148
29-May-78,1978,5,29,98,7,7,,,,,,,5/29/1978,14,149
30-May-78,1978,5,30,21,7,7,,,,,,,5/30/1978,3,150
19-Aug-78,1978,8,19,24,2,2,,,,,,,8/19/1978,12,231
20-Aug-78,1978,8,20,32,2,3,,,,,,nets 2-3,8/20/1978,10.66667,232
21-Aug-78,1978,8,21,60,3,7,,,,,,nets 3-7,8/21/1978,8.571428,233
22-Aug-78,1978,8,22,22,7,7,,,,,,,8/22/1978,3.142857,234
2-Sep-78,1978,9,2,44,7,8,,,,,,nets 7-8,9/2/1978,5.5,245
3-Sep-78,1978,9,3,32,8,8,,,,,,,9/3/1978,4,246
4-Sep-78,1978,9,4,32,8,8,,,,,,,9/4/1978,4,247
9-Sep-78,1978,9,9,99,8,10,,,,,,nets 8-10,9/9/1978,9.9,252
10-Sep-78,1978,9,10,125,10,10,,,,,,,9/10/1978,12.5,253
11-Sep-78,1978,9,11,7,7,7,,,,,,,9/11/1978,1,254
12-Sep-78,1978,9,12,64,5,8,,,,,,nets 5-8,9/12/1978,8,255
14-Sep-78,1978,9,14,29,8,10,,,,,,nets 8-10,9/14/1978,2.9,257
15-Sep-78,1978,9,15,100,10,10,1,,,,,,9/15/1978,10,258
16-Sep-78,1978,9,16,130,10,10,2,,,,,,9/16/1978,13,259
17-Sep-78,1978,9,17,130,10,10,,,,,,,9/17/1978,13,260
18-Sep-78,1978,9,18,60,10,10,,,,,,,9/18/1978,6,261
23-Sep-78,1978,9,23,68,10,10,,,,,,,9/23/1978,6.8,266
24-Sep-78,1978,9,24,120,10,10,,,,,,,9/24/1978,12,267
25-Sep-78,1978,9,25,15,10,10,,,,,,,9/25/1978,1.5,268
30-Sep-78,1978,9,30,75,10,10,,,,,,,9/30/1978,7.5,273
1-Oct-78,1978,10,1,120,10,10,,,,,,,10/1/1978,12,274
2-Oct-78,1978,10,2,40,10,10,,,,,,,10/2/1978,4,275
5-Oct-78,1978,10,5,70,10,10,,,,,,,10/5/1978,7,278
6-Oct-78,1978,10,6,85,10,10,20,,,,,,10/6/1978,8.5,279
7-Oct-78,1978,10,7,120,10,10,,,,,,,10/7/1978,12,280
8-Oct-78,1978,10,8,120,10,10,,,,,,,10/8/1978,12,281
9-Oct-78,1978,10,9,120,10,10,,,,,,,10/9/1978,12,282
10-Oct-78,1978,10,10,120,10,10,,,,,,,10/10/1978,12,283
11-Oct-78,1978,10,11,120,10,10,20,,,,,,10/11/1978,12,284
12-Oct-78,1978,10,12,120,10,10,,,,,,,10/12/1978,12,285
13-Oct-78,1978,10,13,120,10,10,,,,,,,10/13/1978,12,286
15-Oct-78,1978,10,15,117,7,10,14,,,,,nets 7-10,10/15/1978,11.7,288
16-Oct-78,1978,10,16,120,10,10,67,,,,,,10/16/1978,12,289
17-Oct-78,1978,10,17,50,10,10,,,,,,,10/17/1978,5,290
18-Oct-78,1978,10,18,75,10,10,8,,,,,,10/18/1978,7.5,291
19-Oct-78,1978,10,19,115,10,10,5,,,,,,10/19/1978,11.5,292
20-Oct-78,1978,10,20,30,10,10,50,,,,,,10/20/1978,3,293
21-Oct-78,1978,10,21,64,2,10,,,,,,nets 2-10,10/21/1978,6.4,294
22-Oct-78,1978,10,22,20,10,10,,,,,,,10/22/1978,2,295
21-Apr-79,1979,4,21,63,7,7,,,,,,,4/21/1979,9,111
22-Apr-79,1979,4,22,112,7,10,,,,,,nets 7-10,4/22/1979,11.2,112
23-Apr-79,1979,4,23,20,10,10,,,,,,,4/23/1979,2,113
24-Apr-79,1979,4,24,130,10,10,,,,,,,4/24/1979,13,114
25-Apr-79,1979,4,25,50,10,10,,,,,,,4/25/1979,5,115
30-Apr-79,1979,4,30,15,10,10,,,,,,,4/30/1979,1.5,120
1-May-79,1979,5,1,140,10,10,,,,,,,5/1/1979,14,121
2-May-79,1979,5,2,140,10,10,,,,,,,5/2/1979,14,122
3-May-79,1979,5,3,100,10,10,,,,,,,5/3/1979,10,123
4-May-79,1979,5,4,90,10,10,,,,,,,5/4/1979,9,124
5-May-79,1979,5,5,140,10,10,,,,,,,5/5/1979,14,125
6-May-79,1979,5,6,140,10,10,,,,,,,5/6/1979,14,126
7-May-79,1979,5,7,114,7,10,,,,,,nets 7-10,5/7/1979,11.4,127
8-May-79,1979,5,8,86,3,10,,,,,,nets 3-10,5/8/1979,8.6,128
9-May-79,1979,5,9,25,10,10,,,,,,,5/9/1979,2.5,129
15-May-79,1979,5,15,50,10,10,,,,,,,5/15/1979,5,135
16-May-79,1979,5,16,75,10,10,,,,,,,5/16/1979,7.5,136
22-May-79,1979,5,22,35,10,10,,,,,,,5/22/1979,3.5,142
24-May-79,1979,5,24,17,7,7,,,,,,,5/24/1979,2.428571,144
26-May-79,1979,5,26,80,10,10,,,,,,,5/26/1979,8,146
27-May-79,1979,5,27,95,10,10,,,,,,,5/27/1979,9.5,147
31-May-79,1979,5,31,18,2,2,,,,,,nets 7-10,5/31/1979,9,151
15-Aug-79,1979,8,15,42,2,5,,,,,,nets 2-5,8/15/1979,8.4,227
16-Aug-79,1979,8,16,35,5,5,,,,,,,8/16/1979,7,228
17-Aug-79,1979,8,17,32,5,5,,,,,,,8/17/1979,6.4,229
18-Aug-79,1979,8,18,30,5,5,,,,,,,8/18/1979,6,230
19-Aug-79,1979,8,19,14,2,2,,,,,,,8/19/1979,7,231
20-Aug-79,1979,8,20,20,5,5,,,,,,,8/20/1979,4,232
8-Sep-79,1979,9,8,35,5,5,,,,,,,9/8/1979,7,251
9-Sep-79,1979,9,9,55,5,8,,,,,,nets 5-8,9/9/1979,6.875,252
10-Sep-79,1979,9,10,38,8,8,,,,,,,9/10/1979,4.75,253
11-Sep-79,1979,9,11,43,8,9,,,,,,nets 8-9,9/11/1979,4.777778,254
12-Sep-79,1979,9,12,108,9,9,,,,,,,9/12/1979,12,255
13-Sep-79,1979,9,13,54,9,9,,,,,,,9/13/1979,6,256
14-Sep-79,1979,9,14,58,9,9,,,,,,,9/14/1979,6.444445,257
15-Sep-79,1979,9,15,108,9,9,,,,,,,9/15/1979,12,258
16-Sep-79,1979,9,16,54,9,9,,,,,,,9/16/1979,6,259
17-Sep-79,1979,9,17,104,9,9,,,,,,,9/17/1979,11.55556,260
18-Sep-79,1979,9,18,108,9,9,,,,,,,9/18/1979,12,261
19-Sep-79,1979,9,19,108,9,9,,,,,,,9/19/1979,12,262
20-Sep-79,1979,9,20,108,9,9,,,,,,,9/20/1979,12,263
21-Sep-79,1979,9,21,108,9,9,,,,,,,9/21/1979,12,264
22-Sep-79,1979,9,22,3,2,2,,,,,,,9/22/1979,1.5,265
23-Sep-79,1979,9,23,74,2,9,,,,,,nets 2-9,9/23/1979,8.222222,266
25-Sep-79,1979,9,25,99,9,9,,,,,,,9/25/1979,11,268
26-Sep-79,1979,9,26,58,9,10,,,,,,nets 9-10,9/26/1979,5.8,269
27-Sep-79,1979,9,27,72,10,10,,,,,,,9/27/1979,7.2,270
28-Sep-79,1979,9,28,100,10,10,,,,,,,9/28/1979,10,271
29-Sep-79,1979,9,29,79,7,10,,,,,,nets 7-10,9/29/1979,7.9,272
1-Oct-79,1979,10,1,10,10,10,,,,,,,10/1/1979,1,274
2-Oct-79,1979,10,2,115,10,10,,,,,,,10/2/1979,11.5,275
3-Oct-79,1979,10,3,65,10,10,,,,,,,10/3/1979,6.5,276
4-Oct-79,1979,10,4,105,7,9,,,,,,nets 7-9,10/4/1979,11.66667,277
5-Oct-79,1979,10,5,81,9,9,,,,,,,10/5/1979,9,278
6-Oct-79,1979,10,6,108,9,9,,,,,,,10/6/1979,12,279
7-Oct-79,1979,10,7,54,9,9,,,,,,,10/7/1979,6,280
8-Oct-79,1979,10,8,40,9,9,,,,,,,10/8/1979,4.444445,281
12-Oct-79,1979,10,12,45,9,10,,,,,,nets 9-10,10/12/1979,4.5,285
13-Oct-79,1979,10,13,40,10,10,,,,,,,10/13/1979,4,286
14-Oct-79,1979,10,14,80,10,10,88,,,,,,10/14/1979,8,287
15-Oct-79,1979,10,15,37,7,10,217,,,,,nets 7-10,10/15/1979,3.7,288
16-Oct-79,1979,10,16,51,2,8,87,,,,,nets 2-8,10/16/1979,6.375,289
17-Oct-79,1979,10,17,53,2,10,40,,,,,nets 2-10,10/17/1979,5.3,290
18-Oct-79,1979,10,18,99,2,10,38,,,,,nets 2-10,10/18/1979,9.9,291
19-Oct-79,1979,10,19,14,7,7,,,,,,,10/19/1979,2,292
29-Oct-79,1979,10,29,4,2,2,,,,,,,10/29/1979,2,302
30-Oct-79,1979,10,30,56,2,7,27,,,,,nets 2-7,10/30/1979,8,303
31-Oct-79,1979,10,31,66,6,6,39,,,,,,10/31/1979,11,304
1-Nov-79,1979,11,1,66,6,6,28,,,,,,11/1/1979,11,305
2-Nov-79,1979,11,2,48,6,6,10,,,,,,11/2/1979,8,306
4-Nov-79,1979,11,4,42,6,6,19,,,,,,11/4/1979,7,308
5-Nov-79,1979,11,5,26,6,6,87,,,,,,11/5/1979,4.333333,309
6-Nov-79,1979,11,6,33,6,6,,,,,,,11/6/1979,5.5,310
7-Nov-79,1979,11,7,34,6,6,20,,,,,,11/7/1979,5.666667,311
30-Apr-80,1980,4,30,23,7,7,,,,,,,4/30/1980,3.285714,121
1-May-80,1980,5,1,37,7,7,,,,,,,5/1/1980,5.285714,122
2-May-80,1980,5,2,89,7,7,,,,,,,5/2/1980,12.71429,123
3-May-80,1980,5,3,89,7,7,,,,,,,5/3/1980,12.71429,124
4-May-80,1980,5,4,89,7,7,,,,,,,5/4/1980,12.71429,125
5-May-80,1980,5,5,77,7,7,,,,,,,5/5/1980,11,126
6-May-80,1980,5,6,89,7,7,,,,,,,5/6/1980,12.71429,127
7-May-80,1980,5,7,28,7,7,,,,,,,5/7/1980,4,128
15-May-80,1980,5,15,21,6,6,,,,,,,5/15/1980,3.5,136
16-May-80,1980,5,16,85,6,7,,,,,,nets 6-7,5/16/1980,12.14286,137
17-May-80,1980,5,17,89,7,7,,,,,,,5/17/1980,12.71429,138
18-May-80,1980,5,18,38,7,7,,,,,,,5/18/1980,5.428571,139
19-May-80,1980,5,19,70,7,7,,,,,,,5/19/1980,10,140
20-May-80,1980,5,20,89,7,7,,,,,,,5/20/1980,12.71429,141
22-May-80,1980,5,22,60,7,7,,,,,,,5/22/1980,8.571428,143
23-May-80,1980,5,23,56,7,7,,,,,,,5/23/1980,8,144
24-May-80,1980,5,24,35,7,7,,,,,,,5/24/1980,5,145
25-May-80,1980,5,25,70,7,7,,,,,,,5/25/1980,10,146
26-May-80,1980,5,26,89,7,7,,,,,,,5/26/1980,12.71429,147
27-May-80,1980,5,27,89,7,7,,,,,,,5/27/1980,12.71429,148
28-May-80,1980,5,28,89,7,7,,,,,,,5/28/1980,12.71429,149
29-May-80,1980,5,29,30,7,7,,,,,,,5/29/1980,4.285714,150
22-Aug-80,1980,8,22,4,2,2,,,,,,,8/22/1980,2,235
23-Aug-80,1980,8,23,23,2,6,,,,,,nets 2-6,8/23/1980,3.833333,236
24-Aug-80,1980,8,24,83,6,7,,,,,,nets 6-7,8/24/1980,11.85714,237
25-Aug-80,1980,8,25,35,7,7,,,,,,,8/25/1980,5,238
26-Aug-80,1980,8,26,35,7,7,,,,,,,8/26/1980,5,239
27-Aug-80,1980,8,27,28,7,7,,,,,,,8/27/1980,4,240
6-Sep-80,1980,9,6,18,7,7,,,,,,,9/6/1980,2.571429,250
7-Sep-80,1980,9,7,33,2,7,,,,,,nets 2-7,9/7/1980,4.714286,251
8-Sep-80,1980,9,8,39,2,7,,,,,,nets 2-7,9/8/1980,5.571429,252
9-Sep-80,1980,9,9,24,7,7,,,,,,,9/9/1980,3.428571,253
16-Sep-80,1980,9,16,4,2,2,,,,,,,9/16/1980,2,260
17-Sep-80,1980,9,17,21,7,7,,,,,,,9/17/1980,3,261
18-Sep-80,1980,9,18,21,7,7,,,,,,,9/18/1980,3,262
19-Sep-80,1980,9,19,49,2,7,,,,,,nets 2-7,9/19/1980,7,263
20-Sep-80,1980,9,20,114,7,10,,,,,,nets 7-10,9/20/1980,11.4,264
21-Sep-80,1980,9,21,120,10,10,,,,,,,9/21/1980,12,265
22-Sep-80,1980,9,22,50,10,10,,,,,,,9/22/1980,5,266
23-Sep-80,1980,9,23,120,10,10,,,,,,,9/23/1980,12,267
24-Sep-80,1980,9,24,120,10,10,,,,,,,9/24/1980,12,268
25-Sep-80,1980,9,25,70,10,10,,,,,,,9/25/1980,7,269
26-Sep-80,1980,9,26,90,10,10,,,,,,,9/26/1980,9,270
27-Sep-80,1980,9,27,120,10,10,,,,,,,9/27/1980,12,271
28-Sep-80,1980,9,28,120,10,10,,,,,,,9/28/1980,12,272
29-Sep-80,1980,9,29,120,10,10,,,,,,,9/29/1980,12,273
30-Sep-80,1980,9,30,120,10,10,,,,,,,9/30/1980,12,274
1-Oct-80,1980,10,1,40,10,10,,,,,,,10/1/1980,4,275
2-Oct-80,1980,10,2,120,10,10,,,,,,,10/2/1980,12,276
3-Oct-80,1980,10,3,100,10,10,,,,,,,10/3/1980,10,277
4-Oct-80,1980,10,4,120,10,10,,,,,,,10/4/1980,12,278
5-Oct-80,1980,10,5,120,10,10,,,,,,,10/5/1980,12,279
6-Oct-80,1980,10,6,120,10,10,,,,,,,10/6/1980,12,280
7-Oct-80,1980,10,7,60,10,10,15,,,,,,10/7/1980,6,281
8-Oct-80,1980,10,8,120,10,10,14,,,,,,10/8/1980,12,282
9-Oct-80,1980,10,9,120,10,10,,,,,,,10/9/1980,12,283
10-Oct-80,1980,10,10,120,10,10,70,,,,,,10/10/1980,12,284
11-Oct-80,1980,10,11,23,2,5,,,,,,nets 2-5,10/11/1980,4.6,285
12-Oct-80,1980,10,12,120,10,10,14,,,,,,10/12/1980,12,286
13-Oct-80,1980,10,13,91,2,10,67,,,,,nets 2-10,10/13/1980,9.1,287
14-Oct-80,1980,10,14,51,2,10,36,,,,,nets 2-10,10/14/1980,5.1,288
15-Oct-80,1980,10,15,48,2,10,42,,,,,nets 2-10,10/15/1980,4.8,289
16-Oct-80,1980,10,16,48,2,10,38,,,,,nets 2-10,10/16/1980,4.8,290
17-Oct-80,1980,10,17,110,10,10,20,,,,,,10/17/1980,11,291
18-Oct-80,1980,10,18,110,10,10,,,,,,,10/18/1980,11,292
19-Oct-80,1980,10,19,67,7,10,,,,,,nets 7-10,10/19/1980,6.7,293
3-Nov-80,1980,11,3,4,4,4,,,,,,,11/3/1980,1,308
4-Nov-80,1980,11,4,50,5,5,,,,,,,11/4/1980,10,309
5-Nov-80,1980,11,5,90,10,10,,,,,,,11/5/1980,9,310
6-Nov-80,1980,11,6,95,10,10,,,,,,,11/6/1980,9.5,311
7-Nov-80,1980,11,7,20,7,7,,,,,,,11/7/1980,2.857143,312
26-Apr-81,1981,4,26,50,5,7,,,,,,nets 5-7,4/26/1981,7.142857,116
27-Apr-81,1981,4,27,77,7,7,,,,,,,4/27/1981,11,117
28-Apr-81,1981,4,28,56,7,7,,,,,,,4/28/1981,8,118
29-Apr-81,1981,4,29,14,7,7,,,,,,,4/29/1981,2,119
30-Apr-81,1981,4,30,77,7,7,,,,,,,4/30/1981,11,120
1-May-81,1981,5,1,16,7,7,,,,,,,5/1/1981,2.285714,121
7-May-81,1981,5,7,105,7,7,,,,,,,5/7/1981,15,127
8-May-81,1981,5,8,91,7,7,,,,,,,5/8/1981,13,128
9-May-81,1981,5,9,91,7,7,,,,,,,5/9/1981,13,129
11-May-81,1981,5,11,99,6,6,,,,,,,5/11/1981,16.5,131
13-May-81,1981,5,13,120,10,10,,,,,,,5/13/1981,12,133
14-May-81,1981,5,14,130,10,10,,,,,,,5/14/1981,13,134
15-May-81,1981,5,15,100,10,10,,,,,,,5/15/1981,10,135
16-May-81,1981,5,16,110,10,10,,,,,,,5/16/1981,11,136
17-May-81,1981,5,17,130,10,10,,,,,,,5/17/1981,13,137
18-May-81,1981,5,18,130,10,10,,,,,,,5/18/1981,13,138
19-May-81,1981,5,19,130,10,10,,,,,,,5/19/1981,13,139
20-May-81,1981,5,20,130,10,10,,,,,,,5/20/1981,13,140
21-May-81,1981,5,21,130,10,10,,,,,,,5/21/1981,13,141
22-May-81,1981,5,22,130,10,10,,,,,,,5/22/1981,13,142
23-May-81,1981,5,23,130,10,10,,,,,,,5/23/1981,13,143
24-May-81,1981,5,24,130,10,10,,,,,,,5/24/1981,13,144
25-May-81,1981,5,25,84,8,10,,,,,,nets 8-10,5/25/1981,8.4,145
26-May-81,1981,5,26,120,10,10,,,,,,,5/26/1981,12,146
27-May-81,1981,5,27,130,10,10,,,,,,,5/27/1981,13,147
28-May-81,1981,5,28,130,10,10,,,,,,,5/28/1981,13,148
29-May-81,1981,5,29,5,10,10,,,,,,,5/29/1981,0.5,149
16-Aug-81,1981,8,16,9,3,3,,,,,,,8/16/1981,3,228
17-Aug-81,1981,8,17,27,3,3,,,,,,,8/17/1981,9,229
18-Aug-81,1981,8,18,30,3,3,,,,,,,8/18/1981,10,230
2-Sep-81,1981,9,2,36,3,3,,,,,,,9/2/1981,12,245
3-Sep-81,1981,9,3,36,3,3,,,,,,,9/3/1981,12,246
4-Sep-81,1981,9,4,18,3,3,,,,,,,9/4/1981,6,247
5-Sep-81,1981,9,5,39,3,3,,,,,,,9/5/1981,13,248
6-Sep-81,1981,9,6,39,3,3,,,,,,,9/6/1981,13,249
7-Sep-81,1981,9,7,12,3,3,,,,,,,9/7/1981,4,250
18-Sep-81,1981,9,18,9,3,3,,,,,,,9/18/1981,3,261
19-Sep-81,1981,9,19,11,3,7,,,,,,nets 3-7,9/19/1981,1.571429,262
20-Sep-81,1981,9,20,70,7,7,,,,,,,9/20/1981,10,263
21-Sep-81,1981,9,21,84,7,7,,,,,,,9/21/1981,12,264
22-Sep-81,1981,9,22,96,7,10,,,,,,nets 7-10,9/22/1981,9.6,265
23-Sep-81,1981,9,23,120,10,10,,,,,,,9/23/1981,12,266
24-Sep-81,1981,9,24,120,10,10,,,,,,,9/24/1981,12,267
25-Sep-81,1981,9,25,120,10,10,,,,,,,9/25/1981,12,268
26-Sep-81,1981,9,26,115,10,10,,,,,,,9/26/1981,11.5,269
27-Sep-81,1981,9,27,110,10,10,,,,,,,9/27/1981,11,270
29-Sep-81,1981,9,29,100,10,10,,,,,,,9/29/1981,10,272
30-Sep-81,1981,9,30,70,10,10,,,,,,,9/30/1981,7,273
1-Oct-81,1981,10,1,20,10,10,,,,,,,10/1/1981,2,274
2-Oct-81,1981,10,2,15,10,10,,,,,,,10/2/1981,1.5,275
3-Oct-81,1981,10,3,110,10,10,,,,,,,10/3/1981,11,276
4-Oct-81,1981,10,4,110,10,10,,,,,,,10/4/1981,11,277
5-Oct-81,1981,10,5,110,10,10,,,,,,,10/5/1981,11,278
6-Oct-81,1981,10,6,55,10,10,36,,,,,,10/6/1981,5.5,279
7-Oct-81,1981,10,7,105,10,10,5,,,,,,10/7/1981,10.5,280
8-Oct-81,1981,10,8,110,10,10,28,,,,,,10/8/1981,11,281
9-Oct-81,1981,10,9,50,10,10,255,,,,,,10/9/1981,5,282
10-Oct-81,1981,10,10,110,11,11,189,,,,,,10/10/1981,10,283
11-Oct-81,1981,10,11,110,10,10,70,,,,,,10/11/1981,11,284
12-Oct-81,1981,10,12,110,10,10,30,,,,,,10/12/1981,11,285
13-Oct-81,1981,10,13,60,3,10,,,,,,nets 3-10,10/13/1981,6,286
15-Oct-81,1981,10,15,99,9,9,,,,,,,10/15/1981,11,288
16-Oct-81,1981,10,16,18,9,9,,,,,,,10/16/1981,2,289
19-Oct-81,1981,10,19,81,9,9,15,,,,,,10/19/1981,9,292
20-Oct-81,1981,10,20,99,9,9,12,,,,,,10/20/1981,11,293
21-Oct-81,1981,10,21,16,8,8,,,,,,,10/21/1981,2,294
3-Nov-81,1981,11,3,24,8,8,,,,,,,11/3/1981,3,307
4-Nov-81,1981,11,4,85,8,8,,,,,,,11/4/1981,10.625,308
5-Nov-81,1981,11,5,85,8,8,7,,,,,,11/5/1981,10.625,309
7-Nov-81,1981,11,7,80,8,8,,,,,,,11/7/1981,10,311
8-Nov-81,1981,11,8,32,8,8,,,,,,,11/8/1981,4,312
17-Nov-81,1981,11,17,48,8,8,,,,,,,11/17/1981,6,321
15-Apr-82,1982,4,15,48,3,3,,,,,,,4/15/1982,16,105
24-Apr-82,1982,4,24,60,3,6,,,,,,nets 3-6,4/24/1982,10,114
25-Apr-82,1982,4,25,42,6,6,,,,,,,4/25/1982,7,115
29-Apr-82,1982,4,29,99,3,10,,,,,,nets 3-10,4/29/1982,9.9,119
30-Apr-82,1982,4,30,130,10,10,,,,,,,4/30/1982,13,120
1-May-82,1982,5,1,130,10,10,,,,,,,5/1/1982,13,121
2-May-82,1982,5,2,85,10,10,,,,,,,5/2/1982,8.5,122
11-May-82,1982,5,11,130,10,10,,,,,,,5/11/1982,13,131
12-May-82,1982,5,12,130,10,10,,,,,,,5/12/1982,13,132
13-May-82,1982,5,13,80,10,10,,,,,,,5/13/1982,8,133
14-May-82,1982,5,14,130,10,10,,,,,,,5/14/1982,13,134
15-May-82,1982,5,15,130,10,10,,,,,,,5/15/1982,13,135
16-May-82,1982,5,16,130,10,10,,,,,,,5/16/1982,13,136
17-May-82,1982,5,17,130,10,10,,,,,,,5/17/1982,13,137
18-May-82,1982,5,18,105,10,10,,,,,,,5/18/1982,10.5,138
19-May-82,1982,5,19,70,10,10,,,,,,,5/19/1982,7,139
20-May-82,1982,5,20,65,10,10,,,,,,,5/20/1982,6.5,140
25-May-82,1982,5,25,90,10,10,,,,,,,5/25/1982,9,145
26-May-82,1982,5,26,130,10,10,,,,,,,5/26/1982,13,146
27-May-82,1982,5,27,130,10,10,,,,,,,5/27/1982,13,147
28-May-82,1982,5,28,115,10,10,,,,,,,5/28/1982,11.5,148
30-May-82,1982,5,30,80,10,10,,,,,,,5/30/1982,8,150
31-May-82,1982,5,31,10,10,10,,,,,,,5/31/1982,1,151
29-Aug-82,1982,8,29,24,3,3,,,,,,,8/29/1982,8,241
30-Aug-82,1982,8,30,39,3,3,,,,,,,8/30/1982,13,242
31-Aug-82,1982,8,31,68,3,7,,,,,,nets 3-7,8/31/1982,9.714286,243
1-Sep-82,1982,9,1,131,3,7,,,,,,nets 3-7,9/1/1982,18.71428,244
3-Sep-82,1982,9,3,80,10,10,,,,,,,9/3/1982,8,246
4-Sep-82,1982,9,4,30,10,10,,,,,,,9/4/1982,3,247
5-Sep-82,1982,9,5,40,10,10,,,,,,,9/5/1982,4,248
6-Sep-82,1982,9,6,63,7,7,,,,,,,9/6/1982,9,249
7-Sep-82,1982,9,7,91,7,7,,,,,,,9/7/1982,13,250
8-Sep-82,1982,9,8,91,7,7,,,,,,,9/8/1982,13,251
9-Sep-82,1982,9,9,28,7,7,,,,,,,9/9/1982,4,252
17-Sep-82,1982,9,17,21,7,7,,,,,,,9/17/1982,3,260
18-Sep-82,1982,9,18,84,7,7,,,,,,,9/18/1982,12,261
19-Sep-82,1982,9,19,70,7,7,,,,,,,9/19/1982,10,262
20-Sep-82,1982,9,20,11,7,7,,,,,,,9/20/1982,1.571429,263
21-Sep-82,1982,9,21,56,7,7,,,,,,,9/21/1982,8,264
23-Sep-82,1982,9,23,49,7,7,,,,,,,9/23/1982,7,266
24-Sep-82,1982,9,24,84,7,7,,,,,,,9/24/1982,12,267
25-Sep-82,1982,9,25,90,7,10,,,,,,nets 7-10,9/25/1982,9,268
26-Sep-82,1982,9,26,120,10,10,,,,,,,9/26/1982,12,269
27-Sep-82,1982,9,27,18,3,9,,,,,,nets 3-9,9/27/1982,2,270
28-Sep-82,1982,9,28,108,9,9,,,,,,,9/28/1982,12,271
29-Sep-82,1982,9,29,115,9,10,,,,,,nets 9-10,9/29/1982,11.5,272
30-Sep-82,1982,9,30,115,10,10,,,,,,,9/30/1982,11.5,273
